text,reason,label
excellent app saves our mental and emotional faculties beyond the professional,good for mental and emotional management,1
best app for children,want notifications for updates,0
worst app cannot show ipl for free,want to remove profile picture,0
sync is another feature that does not work.,sync is not working,1
i am not able to join with my data.,want to login with data,1
the app sucks to many #s and passcode,app is bad for passcode,1
good add more features,want more features,1
"please dress not buy any subscription this app , it is a scam",need to test before update,0
is it possible to translate the menu into dutch.,want support for windows 11,0
it takes a long time to log inch if you manage to log in,want to find polls in certain devices,0
"but there personify nobelium ""zoom"" the video in zoom app.",want to relax during class,0
supposedly my profile pin is incorrect.,default settings are bad,0
